date,open,high,low,close,volume,amount
2019-01-02,4.21,4.26,4.12,4.16,108199906.0,608367128.0
2019-01-03,4.14,4.19,4.1,4.16,60104715.0,335024111.0
2019-01-04,4.12,4.26,4.12,4.26,100220201.0,568816384.0
2019-01-07,4.3,4.33,4.25,4.26,99080254.0,570216638.0
2019-01-08,4.25,4.29,4.22,4.25,54946243.0,314107120.0
2019-01-09,4.27,4.33,4.24,4.24,91308445.0,527461977.0
2019-01-10,4.23,4.27,4.2,4.22,53662995.0,305571618.0
2019-01-11,4.25,4.26,4.19,4.23,44999793.0,255519532.0
2019-01-14,4.22,4.23,4.19,4.2,36351151.0,205762404.0
2019-01-15,4.21,4.28,4.19,4.26,80888903.0,462248105.0
2019-01-16,4.26,4.28,4.23,4.27,49182070.0,281971248.0
2019-01-17,4.3,4.3,4.23,4.23,56543036.0,324176752.0
2019-01-18,4.31,4.44,4.3,4.44,183100688.0,1081928067.0
2019-01-21,4.43,4.46,4.4,4.43,85308453.0,509077233.0
2019-01-22,4.43,4.45,4.36,4.38,62894691.0,372025197.0
2019-01-23,4.4,4.46,4.39,4.4,61993735.0,369005324.0
2019-01-24,4.44,4.44,4.32,4.37,71286179.0,418983925.0
2019-01-25,4.4,4.53,4.38,4.49,145691776.0,879074329.0
2019-01-28,4.54,4.55,4.47,4.48,82330167.0,500564502.0
2019-01-29,4.47,4.57,4.46,4.56,104328335.0,636037561.0
2019-01-30,4.54,4.58,4.5,4.51,80098127.0,489236630.0
2019-01-31,4.55,4.58,4.52,4.55,76924065.0,471084864.0
2019-02-01,4.59,4.59,4.49,4.55,83511891.0,509990296.0
2019-02-11,4.53,4.55,4.47,4.54,100573329.0,610687515.0
2019-02-12,4.55,4.59,4.52,4.58,92339625.0,566935710.0
2019-02-13,4.61,4.63,4.55,4.6,136932153.0,845441552.0
2019-02-14,4.58,4.64,4.58,4.58,103158755.0,638481446.0
2019-02-15,4.57,4.58,4.46,4.48,139061699.0,845021376.0
2019-02-18,4.51,4.55,4.5,4.55,170253838.0,1037591868.0
2019-02-19,4.55,4.57,4.48,4.51,191011957.0,1162108512.0
2019-02-20,4.51,4.54,4.49,4.52,125697206.0,763437164.0
2019-02-21,4.52,4.53,4.44,4.46,197115794.0,1190569671.0
2019-02-22,4.46,4.48,4.4,4.48,174222225.0,1039554843.0
2019-02-25,4.49,4.69,4.48,4.69,531155627.0,3280846898.0
2019-02-26,4.68,4.88,4.63,4.68,738186993.0,4727533601.0
2019-02-27,4.66,4.75,4.6,4.64,476955759.0,2993973601.0
2019-02-28,4.66,4.68,4.55,4.57,356075975.0,2208908156.0
2019-03-01,4.6,4.63,4.55,4.63,309015270.0,1908600746.0
2019-03-04,4.66,4.81,4.62,4.69,723369774.0,4577806737.0
2019-03-05,4.69,4.78,4.65,4.72,583371262.0,3697160661.0
2019-03-06,4.73,4.78,4.7,4.76,489493540.0,3119600276.0
2019-03-07,4.74,4.78,4.66,4.69,474349101.0,3011571639.0
2019-03-08,4.61,4.62,4.46,4.48,432124532.0,2647874937.0
2019-03-11,4.46,4.54,4.44,4.53,259373091.0,1570836178.0
2019-03-12,4.55,4.63,4.52,4.55,312428159.0,1926095130.0
2019-03-13,4.55,4.58,4.49,4.52,216495983.0,1318471390.0
2019-03-14,4.51,4.56,4.48,4.51,156952661.0,953710402.0
2019-03-15,4.52,4.58,4.51,4.55,194927148.0,1192346187.0
2019-03-18,4.56,4.74,4.55,4.73,489436990.0,3081355988.0
2019-03-19,4.74,4.75,4.63,4.66,254777179.0,1606166006.0
2019-03-20,4.66,4.68,4.58,4.64,206243272.0,1286287993.0
2019-03-21,4.64,4.66,4.61,4.63,191129530.0,1192763622.0
2019-03-22,4.62,4.69,4.6,4.64,184712253.0,1153666253.0
2019-03-25,4.55,4.57,4.49,4.5,279043818.0,1701534985.0
2019-03-26,4.52,4.53,4.43,4.44,183971096.0,1108098351.0
2019-03-27,4.46,4.48,4.44,4.46,109429828.0,657124188.0
2019-03-28,4.45,4.49,4.4,4.43,137239778.0,819132854.0
2019-03-29,4.43,4.55,4.4,4.55,233725976.0,1417706117.0
2019-04-01,4.56,4.64,4.55,4.63,287925646.0,1789249593.0
2019-04-02,4.66,4.67,4.57,4.6,245787572.0,1526093260.0
2019-04-03,4.59,4.71,4.56,4.71,511860690.0,3212835312.0
2019-04-04,4.72,4.75,4.63,4.69,423938169.0,2680542692.0
2019-04-08,4.73,4.79,4.68,4.75,420458686.0,2682200311.0
2019-04-09,4.75,4.83,4.72,4.81,373100149.0,2400021042.0
2019-04-10,4.78,4.89,4.75,4.85,398911664.0,2592960405.0
2019-04-11,4.87,4.89,4.69,4.72,277836223.0,1785834198.0
2019-04-12,4.73,4.81,4.7,4.75,241908118.0,1545893257.0
